budget,vote_average,vote_count,runtime,status,revenue,com_website,title_len,is_in_collection,en_language,fr_language,hi_language,es_language,ja_language,ru_language,it_language,ko_language,ta_language,zh_language,genre_10749,genre_18,genre_35,genre_53,genre_80,year,month
12000000,3.9,248,97.0,1,36450736,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,12
45000000,6.1,425,106.0,1,11203026,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,1
4600000,7.1,1309,103.0,1,23198652,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,6
55000000,6.2,601,133.0,1,121969216,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,3
200000,7.9,309,118.0,1,460000,0,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1955,4
100000000,6.5,1356,101.0,1,100086793,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,10
15000000,5.8,130,81.0,1,13290368,0,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1987,9
9000000,7.5,1151,116.0,1,6153939,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1991,1
10000000,6.1,1920,94.0,1,1785977,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11
7000000,4.6,10,90.0,1,1877122,0,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2009,8
90000000,5.0,239,91.0,1,14828081,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1
10000000,6.4,239,137.0,1,100489151,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,5
3500000,6.3,36,97.0,1,3704408,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2009,11
6400000,7.6,683,107.0,1,40084041,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1986,7
25000000,6.3,1364,109.0,1,123276807,0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,3
30000000,6.9,375,118.0,1,61255921,0,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2004,8
10500000,6.4,588,92.0,1,1363964,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,5
2777000,7.6,4128,102.0,1,33754967,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939,8
4000000,7.0,141,110.0,1,3468572,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1988,12
45000000,5.5,2348,83.0,1,178262620,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,12
5000000,4.9,634,100.0,1,14000000,0,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,7
55000000,7.9,7450,117.0,1,307077295,0,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,12
35000000,6.7,6300,109.0,1,149542245,0,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,7
3,6.8,7,101.0,1,3,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002,8
10000000,7.3,1192,110.0,1,47536959,0,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,6
445000,5.6,19,84.0,1,2300000,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1976,3
19000000,6.8,1239,122.0,1,140376621,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,7
22000000,7.8,2964,181.0,1,424208848,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,3
75000000,6.9,2704,121.0,1,200276000,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,12
140000000,7.5,5011,154.0,1,456758981,0,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003,9
46000000,7.1,2288,161.0,1,23737523,0,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,12
13000000,5.5,107,82.0,1,8033397,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1986,7
8000000,6.4,329,91.0,1,163265,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011,9
19000000,5.7,1849,111.0,1,45158254,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,9
50000000,6.2,628,113.0,1,100020092,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001,9
6000000,7.6,3633,139.0,1,102272727,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1964,8
10000000,6.3,2509,97.0,1,104303851,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,4
21000000,7.9,1467,123.0,1,43095175,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,5
8000000,6.9,233,121.0,1,2455027,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,6
75000000,7.5,140,136.0,1,15020702,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2016,9
14000000,6.1,114,95.0,1,25482931,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,8
45000000,6.7,754,119.0,1,117615211,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994,7
22000000,7.2,710,139.0,1,68296293,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,8
75000000,7.4,12692,116.0,1,351723989,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,5
16800000,6.5,1695,97.0,1,51029361,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7
45000000,6.4,4630,112.0,1,173185859,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,5
1500000,7.4,178,112.0,1,2000000,0,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,10
7000000,4.7,110,94.0,1,6230276,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,8
3837625,6.8,28,103.0,1,3867000,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,10
72000000,6.6,4042,106.0,1,408247917,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002,2
38000000,6.0,563,95.0,1,153518974,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1990,8
50000000,7.5,1910,95.0,1,97437106,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
5000000,7.0,2920,98.0,1,12141122,0,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,2
2000000,3.8,4,90.0,1,30,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2006,2
145000000,7.0,7679,133.0,1,694713380,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,7
50000000,5.5,823,104.0,1,110803676,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,5
1500000,8.0,1779,81.0,1,2200000,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1948,11
27000000,7.2,1585,97.0,1,71319546,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1989,11
50000000,6.4,1774,106.0,1,41482207,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,6
30000000,6.4,2539,111.0,1,160259319,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,10
1000000,7.8,5414,120.0,1,117235147,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1976,11
27000000,6.5,1587,101.0,1,38122105,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,11
11000000,5.8,27,82.0,1,1659542,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992,4
130000000,7.3,6872,163.0,1,185258983,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,5
20000000,5.3,656,93.0,1,16863583,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,4
18000000,7.6,266,131.0,1,9495408,0,15,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1998,10
6300000,6.0,177,101.0,1,1777709,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2012,12
20000000,6.2,1103,96.0,1,84146832,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2007,8
82000000,5.9,1429,123.0,1,96085477,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,11
40000000,5.6,521,95.0,1,41863726,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012,12
7000000,5.8,147,102.0,1,793775,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,8
2000000,7.3,1043,109.0,1,46122355,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1972,7
4000000,7.1,4776,79.0,1,215880014,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961,1
50000000,6.3,898,107.0,1,170128460,0,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2004,10
37000000,5.4,687,110.0,1,37962774,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1986,1
35000000,4.2,408,107.0,1,15185241,0,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,8
45000000,6.4,878,123.0,1,112006296,0,27,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994,4
76000000,6.9,9086,98.0,1,970761885,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6
250000000,7.5,12460,132.0,1,747862775,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5
5000000,7.1,634,109.0,1,3049135,0,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994,12
10000000,6.3,1446,95.0,1,103166989,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1999,1
7700000,5.9,306,123.0,1,1072602,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011,2
23000000,6.5,3889,98.0,1,112880294,0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,3
3000000,7.8,503,108.0,1,17570324,0,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1958,8
50000000,7.3,1604,135.0,1,36348784,0,20,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,1
80000000,5.6,680,106.0,1,33463969,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,10
11318430,6.5,688,132.0,1,17997350,0,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2018,9
39000000,4.9,81,106.0,1,6432551,0,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2004,2
40000000,7.0,4839,108.0,1,317375031,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,1
60000000,6.3,1309,124.0,1,159330280,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,11
52000000,7.4,2087,171.0,1,98126565,0,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1998,5
5000000,6.5,1597,95.0,1,368744044,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2002,2
6500000,7.4,484,127.0,1,22889018,0,31,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,3
47000000,4.8,1030,81.0,1,10539000,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,6
6400000,6.7,993,99.0,1,35057696,0,20,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011,11
8900000,7.8,1137,127.0,1,29844753,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2012,1
40000000,5.9,1302,109.0,1,90029656,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,4
1200000,6.1,40,114.0,1,2861020,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,4
26500000,8.3,5613,134.0,1,159414369,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,12
200000,7.3,14,100.0,1,486937,0,21,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2012,10
185000000,8.5,25144,152.0,1,1004558444,0,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,7
20000000,5.7,472,105.0,1,132675402,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2003,7
11000000,8.0,1883,185.0,1,20000000,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1975,11
5000000,7.0,215,135.0,1,13269963,0,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1996,6
28000000,7.5,2052,136.0,1,186797986,0,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005,9
379000,5.3,76,100.0,1,4358000,0,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1929,8
15000000,5.4,2585,90.0,1,19145732,0,14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,12
12000000,6.0,337,94.0,1,46044400,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,5
75000000,7.0,6161,87.0,1,527068851,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,7
1000000,6.9,9,124.0,1,2691899,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993,5
15000000,6.8,3955,84.0,1,145000000,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
1250000,7.7,353,101.0,1,11000000,0,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1945,11
35000000,5.8,1676,134.0,1,88058786,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012,12
3000000,6.1,718,86.0,1,19472057,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,1
32000000,7.2,2205,96.0,1,60740827,0,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005,9
500000,6.8,22,157.0,1,500000,0,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2000,5
3000000,6.4,71,91.0,1,7100000,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960,12
779000,7.5,33,137.0,1,1550000,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2017,10
13000000,5.2,563,91.0,1,1784763,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,7
50000000,6.0,1208,129.0,1,105197635,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,10
8000000,6.4,520,96.0,1,1749457,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011,2
40000000,6.1,191,111.0,1,413844,0,22,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,10
6900000,5.8,1394,101.0,1,44287131,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9
10000000,5.3,399,92.0,1,1068682,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,11
3768785,7.0,48,107.0,1,8000000,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,1
70000000,6.5,4439,118.0,1,368100420,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2005,11
10000000,7.8,6632,104.0,1,83557872,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,1
9000000,6.7,131,120.0,1,48965210,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013,1
60000000,6.5,601,104.0,1,52322400,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002,2
12000000,6.3,321,102.0,1,75781642,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2002,1
10000000,5.7,561,92.0,1,6272403,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,10
20000000,8.4,8659,119.0,1,23875127,0,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1998,10
39000000,6.8,3086,117.0,1,288752301,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1988,6
22000000,6.5,1521,92.0,1,15447154,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3
37000000,5.9,906,96.0,1,100076342,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,3
18000000,6.8,186,121.0,1,24911670,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,6
69000000,6.5,4764,140.0,1,151572634,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2
30000000,6.2,786,104.0,1,49263404,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,3
18000000,7.0,256,115.0,1,17200925,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,12
38000000,5.2,1202,94.0,1,107597242,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,4
34000000,7.1,2420,118.0,1,50282766,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,8
4000000,7.1,998,147.0,1,43498108,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,11
6000000,7.4,5549,110.0,1,181813770,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1978,7
10000000,7.3,829,90.0,1,33697647,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1983,3
50000000,5.5,367,97.0,1,25195000,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2
22000000,6.5,937,118.0,1,63766510,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1987,12
30000000,6.9,2041,87.0,1,140161792,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,11
1900000,7.3,588,98.0,1,3250000,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,3
2500000,5.1,797,98.0,1,14400000,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,10
3700000,7.5,719,135.0,1,31800000,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,7
27500000,6.5,485,120.0,1,24748670,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,7
37000,10.0,1,167.0,1,2000000,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,10
55000000,7.0,2363,121.0,1,196567262,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,10
15000000,6.8,16,85.0,1,22730842,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,5
80000000,6.1,2197,99.0,1,212874864,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,12
9000000,6.6,277,125.0,1,13277558,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,9
25000000,8.1,4555,158.0,1,77208711,0,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,12
8000000,5.4,787,89.0,1,22168359,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,11
40000000,5.7,667,98.0,1,26155781,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2004,7
30000000,7.8,1974,126.0,1,117932401,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013,7
5500000,7.2,688,113.0,1,42300873,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,11
6000000,7.1,2097,99.0,1,50244700,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,5
26000000,7.1,646,136.0,1,14821658,0,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,6
5000000,6.3,3450,94.0,1,98450062,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10
41300000,6.4,1291,98.0,1,106371651,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,2
43000000,7.2,2555,108.0,1,47309313,0,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,1
30000000,6.8,843,125.0,1,105834556,0,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002,12
25000000,6.9,1099,121.0,1,74188937,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12
3600000,7.5,855,113.0,1,44785053,0,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1969,5
10000000,6.6,1048,98.0,1,40697761,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1986,9
400000,6.3,30,96.0,1,7888102,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2003,10
800000,6.9,9,100.0,1,4214668,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2010,5
12000000,7.6,1451,197.0,1,60000000,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,10
15000000,7.2,1203,124.0,1,8235661,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,10
80000000,6.7,1683,97.0,1,140073390,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,10
125000000,6.3,3709,102.0,1,292351275,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
20000000,7.3,1594,128.0,1,54586584,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,5
3000000,7.6,629,26.0,1,21000000,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,10
15000000,7.0,887,103.0,1,123384128,0,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,9
15000000,6.1,1092,92.0,1,76196538,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,3
110000000,6.0,6497,107.0,1,169801921,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3
25000000,6.1,422,92.0,1,4152230,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1999,4
100000000,8.0,17668,180.0,1,392000000,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,12
5500000,6.9,575,123.0,1,58972904,0,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1981,5
3000000,5.3,111,92.0,1,23509382,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1987,5
42000000,5.4,645,90.0,1,60845711,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3
1300000,6.8,102,179.0,1,11000000,0,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1997,10
3500000,6.7,1122,103.0,1,4159678,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,10
2300000,6.2,50,107.0,1,11000000,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1951,7
22500000,6.8,939,112.0,1,15520023,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
37000000,6.7,3865,98.0,1,96455697,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2004,4
85000000,7.2,1683,113.0,1,71485043,0,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1998,2
3000000,5.1,415,91.0,1,3010,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2
11000000,7.4,3612,106.0,1,78874843,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,8
42000000,5.7,2195,104.0,1,119946358,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990,11
4000000,5.4,140,97.0,1,143101,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,3
4000000,6.8,141,109.0,1,13401952,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,2
13000000,6.8,94,170.0,1,22000000,0,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015,4
2410000,5.9,179,100.0,1,10755447,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,1
50200000,6.7,3445,106.0,1,127869379,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,3
3500000,6.0,3135,100.0,1,95330493,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,12
22000000,6.6,449,114.0,1,23530831,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,8
58000000,5.8,332,114.0,1,41299492,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,3
160000,7.5,228,83.0,1,100655,0,23,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1961,6
110000000,5.5,4381,114.0,1,228738393,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2007,2
8000000,5.5,19,83.0,1,3261638,0,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,6
300000,7.1,60,88.0,1,1750211,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,7
1900000,5.6,36,144.0,1,5100000,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2010,7
1650000,7.3,411,118.0,1,30500000,0,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1953,8
75000000,5.4,123,90.0,1,29000000,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1999,2
6000000,6.9,334,103.0,1,33833201,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1976,12
2000000,6.7,743,84.0,1,229094,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,4
112000000,5.1,1774,85.0,1,237382724,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,12
25000000,5.7,346,102.0,1,39404261,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,9
50000000,7.2,193,145.0,1,13042112,0,14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1999,12
43000000,5.8,38,119.0,1,13300000,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992,9
24000000,7.2,1001,119.0,1,133000000,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,11
12000000,7.0,1222,121.0,1,22921898,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1998,11
180000000,7.1,7883,143.0,1,745013115,0,62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,7
5000000,6.6,1124,96.0,1,44793222,0,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,2
20000000,6.6,96,121.0,1,60072596,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,2
30000000,6.6,5885,95.0,1,71041255,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,12
34000000,6.0,183,107.0,1,17904202,0,14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,6
10000000,5.6,594,101.0,1,91196419,0,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005,7
118,6.8,50,119.0,1,19,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1978,4
31192,6.5,47,89.0,1,10000,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,1
